AÑO,MES,PRODUCTO,PRECIOUNIDAD
2023,3,APOSITO C/ CARBON Y PLATA-6,2.55376
2023,3,APOSITO DE FIBRAS DE POLIACRILATO-3,5.368
2023,3,APOSITO MALLADO C/ PARAFINA-39,3.498
2023,3,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,1.859
2023,3,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.279985000000001
2023,3,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0.0
2023,3,APOSITO DE HIDROCOLOIDE-9,0.329857
2023,3,APOSITO DE HIDROCOLOIDE-7,2.398
2023,3,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0.0
2023,3,APOSITO DE ESPUMA POLIURETANO-8,1.3959000000000001
2023,3,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.12188
2023,3,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.18645
2023,3,HIDROGEL-37,0.77055
2023,3,APOSITO MALLADO C/ PARAFINA-38,1.5345
2023,3,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.189
2023,3,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,6.489999999999999
2023,3,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,4.718999999999999
2023,3,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.88899
2023,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,84.952
2023,3,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0.0
2023,3,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.2349958
2023,3,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2.7280155
2023,3,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,73.321
2023,3,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,111.1022
2023,3,APOSITO MALLADO C/ SILICONA-0,3.245022
2023,3,APOSITO C/ CARBON Y PLATA-4,5.7199643
2023,3,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.0141
2023,3,APOSITO DE HIDROCOLOIDE-3,1.13058
2023,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,90.9834
2023,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,102.08
2023,3,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,526.8377777777778
2023,3,APÓSITO TRANSPARENTE ADHESIVO-24,0.09900000866666665
2023,3,APOSITO DE ALGINATO C/ PLATA-6,1.287
2023,3,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,154.0
2023,3,APOSITO DE HIDROCOLOIDE-6,0.0
2023,3,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,6.6000825
2023,3,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2.08998078
2023,3,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.48400000000000004
2023,3,APÓSITO TRANSPARENTE ADHESIVO-20,0.27499992
2023,3,APOSITO ABSORBENTE S/ ADHESIVO-25,0.0
2023,3,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,165.0
2023,3,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.0
2023,3,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,115.5
2023,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,6.259
2023,4,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.703000000000001
2023,4,APOSITO DE HIDROFIBRA  / CINTA-18,2.42
2023,4,APOSITO DE ESPUMA POLIURETANO / SACRO-11,4.7101999999999995
2023,4,APOSITO C/ CARBON Y PLATA-6,2.55376
2023,4,APOSITO DE FIBRAS DE POLIACRILATO-3,5.367999999999999
2023,4,APOSITO MALLADO C/ PARAFINA-39,3.498
2023,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,1.859
2023,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.279985
2023,4,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0.0
2023,4,APOSITO DE HIDROCOLOIDE-9,0.329857
2023,4,APOSITO DE HIDROCOLOIDE-7,2.398
2023,4,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0.0
2023,4,APOSITO DE ESPUMA POLIURETANO-8,1.3959000000000001
2023,4,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.12188000000000002
2023,4,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.18645
2023,4,HIDROGEL-37,0.77055
2023,4,APOSITO MALLADO C/ PARAFINA-38,1.5345
2023,4,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0.0
2023,4,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,6.489999999999999
2023,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,4.718999999999999
2023,4,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.88899
2023,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,83.31733333333334
2023,4,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,22.990000000000002
2023,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.2349958
2023,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2.7280155
2023,4,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0.0
2023,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,111.1022
2023,4,APOSITO MALLADO C/ SILICONA-0,3.2450220000000005
2023,4,APOSITO C/ CARBON Y PLATA-4,0.0
2023,4,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.0141
2023,4,APOSITO DE HIDROCOLOIDE-3,0.0
2023,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,91.55166666666666
2023,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,108.41600000000001
2023,4,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,491.7
2023,4,APÓSITO TRANSPARENTE ADHESIVO-24,0.099000008
2023,4,APOSITO DE ALGINATO C/ PLATA-6,1.287
2023,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,154.0
2023,4,APOSITO DE HIDROCOLOIDE-6,0.46177999999999997
2023,4,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,6.600082499999999
2023,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2.0899808
2023,4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.0
2023,4,APÓSITO TRANSPARENTE ADHESIVO-20,0.27499992
2023,4,APOSITO ABSORBENTE S/ ADHESIVO-25,0.0
2023,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,165.0
2023,4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.0
2023,4,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0.0
2023,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,6.259
2023,6,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.703
2023,6,APOSITO DE HIDROFIBRA  / CINTA-18,2.42
2023,6,APOSITO DE ESPUMA POLIURETANO / SACRO-11,4.7101999999999995
2023,6,APOSITO C/ CARBON Y PLATA-6,2.55376
2023,6,APOSITO DE FIBRAS DE POLIACRILATO-3,5.368
2023,6,APOSITO MALLADO C/ PARAFINA-39,3.498
2023,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,1.859
2023,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.279985
2023,6,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0.0
2023,6,APOSITO DE HIDROCOLOIDE-9,0.329857
2023,6,APOSITO DE HIDROCOLOIDE-7,2.398
2023,6,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0.0
2023,6,APOSITO DE ESPUMA POLIURETANO-8,1.3959000000000001
2023,6,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.12188000000000002
2023,6,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.18645
2023,6,HIDROGEL-37,0.77055
2023,6,APOSITO MALLADO C/ PARAFINA-38,1.5345
2023,6,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.189
2023,6,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,6.489999999999999
2023,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,4.719
2023,6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.88899
2023,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,85.30228571428572
2023,6,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,22.99
2023,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.2349958
2023,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2.7280155
2023,6,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,76.436875
2023,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,145.2
2023,6,APOSITO MALLADO C/ SILICONA-0,3.2450220000000005
2023,6,APOSITO C/ CARBON Y PLATA-4,5.7199643
2023,6,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.015300900000000001
2023,6,APOSITO DE HIDROCOLOIDE-3,1.1305800000000001
2023,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,88.8524
2023,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0.0
2023,6,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,590.6813333333333
2023,6,APÓSITO TRANSPARENTE ADHESIVO-24,0.11000000666666666
2023,6,APOSITO DE ALGINATO C/ PLATA-6,1.287
2023,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,154.0
2023,6,APOSITO DE HIDROCOLOIDE-6,0.46178
2023,6,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,6.600082499999999
2023,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2.0899808
2023,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.0
2023,6,APÓSITO TRANSPARENTE ADHESIVO-20,0.27499992
2023,6,APOSITO ABSORBENTE S/ ADHESIVO-25,0.20370370000000002
2023,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,165.0
2023,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.0
2023,6,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0.0
2023,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,6.259
2023,7,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.703
2023,7,APOSITO DE HIDROFIBRA  / CINTA-18,2.42
2023,7,APOSITO DE ESPUMA POLIURETANO / SACRO-11,5.027
2023,7,APOSITO C/ CARBON Y PLATA-6,2.55376
2023,7,APOSITO DE FIBRAS DE POLIACRILATO-3,5.367999999999999
2023,7,APOSITO MALLADO C/ PARAFINA-39,3.498
2023,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,1.859
2023,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.279985
2023,7,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0.0
2023,7,APOSITO DE HIDROCOLOIDE-9,0.329857
2023,7,APOSITO DE HIDROCOLOIDE-7,2.398
2023,7,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0.0
2023,7,APOSITO DE ESPUMA POLIURETANO-8,1.3959000000000001
2023,7,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.12188000000000002
2023,7,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.18645
2023,7,HIDROGEL-37,0.77055
2023,7,APOSITO MALLADO C/ PARAFINA-38,1.5345
2023,7,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.189
2023,7,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,6.489999999999999
2023,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,4.718999999999999
2023,7,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.4654925
2023,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,85.34597076923077
2023,7,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0.0
2023,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.2349958
2023,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2.7280155
2023,7,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,79.55275
2023,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,145.20000000000002
2023,7,APOSITO MALLADO C/ SILICONA-0,3.245022
2023,7,APOSITO C/ CARBON Y PLATA-4,3.956667
2023,7,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.015300900000000001
2023,7,APOSITO DE HIDROCOLOIDE-3,1.13058
2023,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,95.564925
2023,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,112.64000000000003
2023,7,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,491.7
2023,7,APÓSITO TRANSPARENTE ADHESIVO-24,0.09900001
2023,7,APOSITO DE ALGINATO C/ PLATA-6,1.287
2023,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,154.0
2023,7,APOSITO DE HIDROCOLOIDE-6,0.46177999999999997
2023,7,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,6.6000825
2023,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2.0899807999999997
2023,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.48400000000000004
2023,7,APÓSITO TRANSPARENTE ADHESIVO-20,0.27499991999999995
2023,7,APOSITO ABSORBENTE S/ ADHESIVO-25,0.20370370000000002
2023,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0.0
2023,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.0
2023,7,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,115.5
2023,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,6.259
2023,8,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.703
2023,8,APOSITO DE HIDROFIBRA  / CINTA-18,2.42
2023,8,APOSITO DE ESPUMA POLIURETANO / SACRO-11,5.027
2023,8,APOSITO C/ CARBON Y PLATA-6,2.55376
2023,8,APOSITO DE FIBRAS DE POLIACRILATO-3,5.367999999999999
2023,8,APOSITO MALLADO C/ PARAFINA-39,3.498
2023,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,1.8590000000000002
2023,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.279985
2023,8,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0.0
2023,8,APOSITO DE HIDROCOLOIDE-9,0.329857
2023,8,APOSITO DE HIDROCOLOIDE-7,2.398
2023,8,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0.0
2023,8,APOSITO DE ESPUMA POLIURETANO-8,1.3959
2023,8,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.12188
2023,8,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.18645
2023,8,HIDROGEL-37,0.77055
2023,8,APOSITO MALLADO C/ PARAFINA-38,1.5345
2023,8,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.188999999999998
2023,8,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,6.489999999999999
2023,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,4.718999999999999
2023,8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.88899
2023,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,83.87028222222222
2023,8,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,22.990000000000002
2023,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.2349958
2023,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2.7280155
2023,8,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0.0
2023,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,145.2
2023,8,APOSITO MALLADO C/ SILICONA-0,3.245022
2023,8,APOSITO C/ CARBON Y PLATA-4,3.956667
2023,8,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.015300900000000001
2023,8,APOSITO DE HIDROCOLOIDE-3,1.13058
2023,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,90.68975111111111
2023,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,112.64000000000001
2023,8,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,491.7
2023,8,APÓSITO TRANSPARENTE ADHESIVO-24,0.099000008
2023,8,APOSITO DE ALGINATO C/ PLATA-6,1.287
2023,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,154.0
2023,8,APOSITO DE HIDROCOLOIDE-6,0.46177999999999997
2023,8,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,6.6000825
2023,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2.0899807999999997
2023,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.48400000000000004
2023,8,APÓSITO TRANSPARENTE ADHESIVO-20,0.27499992
2023,8,APOSITO ABSORBENTE S/ ADHESIVO-25,0.20370370000000002
2023,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,165.0
