,AÑO,MES,PRODUCTO,CANTIDADCOMPRA
184,2023,4,APOSITO ABSORBENTE S/ ADHESIVO-25,0
185,2023,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,19
186,2023,4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
187,2023,4,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
188,2023,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,1460
189,2023,6,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,1550
190,2023,6,APOSITO DE HIDROFIBRA  / CINTA-18,560
191,2023,6,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
192,2023,6,APOSITO C/ CARBON Y PLATA-6,3600
193,2023,6,APOSITO DE FIBRAS DE POLIACRILATO-3,500
194,2023,6,APOSITO MALLADO C/ PARAFINA-39,3630
195,2023,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,6710
196,2023,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2050
197,2023,6,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
198,2023,6,APOSITO DE HIDROCOLOIDE-9,3729
199,2023,6,APOSITO DE HIDROCOLOIDE-7,475
200,2023,6,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
201,2023,6,APOSITO DE ESPUMA POLIURETANO-8,600
202,2023,6,APÓSITO ABSORBENTE C/ ADHESIVO-22,10880
203,2023,6,APÓSITO ABSORBENTE C/ ADHESIVO-23,2800
204,2023,6,HIDROGEL-37,2060
205,2023,6,APOSITO MALLADO C/ PARAFINA-38,4060
206,2023,6,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,110
207,2023,6,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,240
208,2023,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,1660
209,2023,6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,108
210,2023,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,60
211,2023,6,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,25
212,2023,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2350
213,2023,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,4740
214,2023,6,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,20
215,2023,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,10
216,2023,6,APOSITO MALLADO C/ SILICONA-0,1540
217,2023,6,APOSITO C/ CARBON Y PLATA-4,490
218,2023,6,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,1000
219,2023,6,APOSITO DE HIDROCOLOIDE-3,215
220,2023,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,30
221,2023,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
222,2023,6,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,6
223,2023,6,APÓSITO TRANSPARENTE ADHESIVO-24,12900
224,2023,6,APOSITO DE ALGINATO C/ PLATA-6,300
225,2023,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,46
226,2023,6,APOSITO DE HIDROCOLOIDE-6,1020
227,2023,6,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,1800
228,2023,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,630
229,2023,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
230,2023,6,APÓSITO TRANSPARENTE ADHESIVO-20,2750
231,2023,6,APOSITO ABSORBENTE S/ ADHESIVO-25,200
232,2023,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,33
233,2023,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
234,2023,6,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
235,2023,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,830
236,2023,7,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,1770
237,2023,7,APOSITO DE HIDROFIBRA  / CINTA-18,375
238,2023,7,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
239,2023,7,APOSITO C/ CARBON Y PLATA-6,2700
240,2023,7,APOSITO DE FIBRAS DE POLIACRILATO-3,200
241,2023,7,APOSITO MALLADO C/ PARAFINA-39,1730
242,2023,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,11110
243,2023,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2735
244,2023,7,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
245,2023,7,APOSITO DE HIDROCOLOIDE-9,3639
246,2023,7,APOSITO DE HIDROCOLOIDE-7,325
247,2023,7,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
248,2023,7,APOSITO DE ESPUMA POLIURETANO-8,300
249,2023,7,APÓSITO ABSORBENTE C/ ADHESIVO-22,9600
250,2023,7,APÓSITO ABSORBENTE C/ ADHESIVO-23,2800
251,2023,7,HIDROGEL-37,1260
252,2023,7,APOSITO MALLADO C/ PARAFINA-38,4980
253,2023,7,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,140
254,2023,7,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,300
255,2023,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,1290
256,2023,7,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,60
257,2023,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,190
258,2023,7,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
259,2023,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,1970
260,2023,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,5190
261,2023,7,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,60
262,2023,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,12
263,2023,7,APOSITO MALLADO C/ SILICONA-0,140
264,2023,7,APOSITO C/ CARBON Y PLATA-4,1800
265,2023,7,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,7000
266,2023,7,APOSITO DE HIDROCOLOIDE-3,810
267,2023,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,50
268,2023,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,30
269,2023,7,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,15
270,2023,7,APÓSITO TRANSPARENTE ADHESIVO-24,1700
271,2023,7,APOSITO DE ALGINATO C/ PLATA-6,300
272,2023,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,8
273,2023,7,APOSITO DE HIDROCOLOIDE-6,1200
274,2023,7,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,1680
275,2023,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,690
276,2023,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
277,2023,7,APÓSITO TRANSPARENTE ADHESIVO-20,2850
278,2023,7,APOSITO ABSORBENTE S/ ADHESIVO-25,200
279,2023,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
280,2023,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
281,2023,7,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,5
282,2023,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,1500
283,2023,8,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,1450
284,2023,8,APOSITO DE HIDROFIBRA  / CINTA-18,630
285,2023,8,APOSITO DE ESPUMA POLIURETANO / SACRO-11,350
286,2023,8,APOSITO C/ CARBON Y PLATA-6,3600
287,2023,8,APOSITO DE FIBRAS DE POLIACRILATO-3,940
288,2023,8,APOSITO MALLADO C/ PARAFINA-39,2660
289,2023,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,15030
290,2023,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,3610
291,2023,8,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
292,2023,8,APOSITO DE HIDROCOLOIDE-9,5628
293,2023,8,APOSITO DE HIDROCOLOIDE-7,670
294,2023,8,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
295,2023,8,APOSITO DE ESPUMA POLIURETANO-8,1150
296,2023,8,APÓSITO ABSORBENTE C/ ADHESIVO-22,14080
297,2023,8,APÓSITO ABSORBENTE C/ ADHESIVO-23,3360
298,2023,8,HIDROGEL-37,2520
299,2023,8,APOSITO MALLADO C/ PARAFINA-38,6210
300,2023,8,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,410
301,2023,8,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,120
302,2023,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2310
303,2023,8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,15
304,2023,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,70
305,2023,8,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,5
306,2023,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2010
307,2023,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,4300
308,2023,8,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
309,2023,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,20
310,2023,8,APOSITO MALLADO C/ SILICONA-0,140
311,2023,8,APOSITO C/ CARBON Y PLATA-4,1000
312,2023,8,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,7000
313,2023,8,APOSITO DE HIDROCOLOIDE-3,220
314,2023,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,65
315,2023,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,10
316,2023,8,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,10
317,2023,8,APÓSITO TRANSPARENTE ADHESIVO-24,7300
318,2023,8,APOSITO DE ALGINATO C/ PLATA-6,780
319,2023,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,4
320,2023,8,APOSITO DE HIDROCOLOIDE-6,1400
321,2023,8,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2100
322,2023,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,730
323,2023,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
324,2023,8,APÓSITO TRANSPARENTE ADHESIVO-20,1850
325,2023,8,APOSITO ABSORBENTE S/ ADHESIVO-25,200
326,2023,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,10
327,2023,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,350
328,2023,8,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
329,2023,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,1160
330,2023,9,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,720
331,2023,9,APOSITO DE HIDROFIBRA  / CINTA-18,375
332,2023,9,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0
333,2023,9,APOSITO C/ CARBON Y PLATA-6,1500
334,2023,9,APOSITO DE FIBRAS DE POLIACRILATO-3,460
335,2023,9,APOSITO MALLADO C/ PARAFINA-39,2750
336,2023,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3720
